classify,name,comment,star,price,address,quality,environment,service
美食,萨莉亚(万达店),815,准四星商户,38,政通路189号第一食品商店3楼,8.2,8.0,7.9
购物,宝大祥青少年儿童购物中心(邯郸路店),862,四星商户,368,淞沪路77号万达广场1层,9.3,9.3,9.3
购物,leme生活鲜超(百联又一城店),41,准五星商户,无,淞沪路8号百联又一城B1层,7.9,7.8,7.1
美食,凯司令西饼(五角场店),625,准四星商户,23,邯郸路600号万达商业广场第一食品1楼,8.2,8.0,7.9
购物,UNIQLO(百联又一城购物中心店),286,四星商户,209,淞沪路8号百联又一城购物中心B1层,9.3,9.3,9.3
购物,吴良材眼镜(百联又一城店),242,四星商户,1036,淞沪路8号百联又一城B1楼-24-2室,7.9,7.8,7.1
购物,URBANREVIVO(合生汇店),67,准四星商户,511,翔殷路1099号合生汇B1层,7.9,7.8,7.1
购物,allo&lugh(百联又一城店),无,三星商户,无,淞沪路8号百联又一城5层,7.0,6.9,7.2
购物,老香斋(五角场店),44,准四星商户,26,邯郸路600号第一食品商店(近淞沪路,7.3,7.2,7.2
购物,VittorioDiGiacomo(合生汇店),3,准四星商户,无,翔殷路1099号合生汇1层,7.0,6.9,7.2
购物,一代眼镜(百联又一城购物中心店),180,准四星商户,333,淞沪路8号百联又一城购物中心B1层,7.3,7.2,7.2
购物,VIVO(百联又一城购物中心店),1,准四星商户,无,淞沪路8号百联又一城购物中心B1层,7.0,6.9,7.2
购物,Levi's(百联又一城店),11,准四星商户,无,淞沪路8号百联又一城5层,7.3,7.2,7.2
购物,千叶珠宝(巴黎春天店),3,准四星商户,无,淞沪路1号巴黎春天1层,7.0,6.9,7.2
购物,IBLUES(合生汇店),1,准四星商户,无,翔殷路1099号合生汇1层,7.0,6.9,7.2
购物,REC(五角场万达店),3,准四星商户,无,邯郸路600号万达广场b1层92-1,7.0,6.9,7.2
购物,TATA(五角场又一城店),5,四星商户,无,淞沪路8号又一城1楼,7.0,6.9,7.2
购物,ESPRIT(扬族百货店),21,三星商户,无,淞沪路8号百联又一城扬族百货2层,7.0,6.9,7.2
购物,TATA(五角场巴黎春天店),5,四星商户,无,松沪路1号巴黎春天1楼,7.0,6.9,7.2
购物,nekomomo(巴黎春天店),4,四星商户,无,淞沪路1号巴黎春天4层,7.0,6.9,7.2
购物,lovelink(百联又一城店),3,准四星商户,无,淞沪路8号百联又一城B1层,7.0,6.9,7.2
购物,胭脂铺(城市集市合生汇店),56,准四星商户,146,黄兴路2228号合生汇国际广场B2层城市集市C4商铺,7.0,6.9,7.2
购物,Texwood(百联又一城),6,准四星商户,无,淞沪路8号百联又一城5楼,7.0,6.9,7.2
购物,VICTORIA’S SECRET,9,四星商户,无,万达广场B1,7.9,7.8,7.1
购物,GANT(合生汇店),2,准四星商户,无,翔殷路1099号合生汇1层,7.0,6.9,7.2
购物,酷乐潮玩(合生汇店),67,准五星商户,89,翔殷路1099号合生汇B1层,7.9,7.8,7.1
购物,周生生(巴黎春天店),35,准五星商户,4411,淞沪路1号巴黎春天1层,7.9,7.8,7.1
购物,GUESS(巴黎春天五角场店),95,准四星商户,490,淞沪路1号巴黎春天B1层,7.3,7.2,7.2
购物,Donoratico(合生汇店),6,准四星商户,无,翔殷路1099号合生汇3层,7.1,7.0,7.1
购物,扬族百货,186,准四星商户,468,淞沪路8号百联又一城,7.9,7.8,7.1
购物,STACCATO(合生汇店),无,准四星商户,无,翔殷路1099号合生汇2层,7.1,7.0,7.1
购物,BABYSLEEP(合生汇店),3,三星商户,无,翔殷路1099号合生汇2层,7.3,7.2,7.2
购物,沃尔玛(五角场店),2088,准四星商户,110,淞沪路125号,7.9,7.8,7.1
购物,一代眼镜(五角场东方商厦店),129,准四星商户,146,四平路2500号东方商厦1层,7.1,7.0,7.1
购物,l·s·e(合生汇店),1,准四星商户,无,翔殷路1099号合生汇B1层,7.3,7.2,7.2
购物,Onitsuka Tiger(五角场店),17,准四星商户,无,淞沪路77号万达广场1层,7.9,7.8,7.1
购物,HOLLAND & BARRETT 荷柏瑞,3,准四星商户,无,邯郸路600号特力时尚汇B1层18-6室,7.1,7.0,7.1
购物,Lee(合生汇店),2,准四星商户,无,翔殷路1099号合生汇B1,7.3,7.2,7.2
购物,BOSE(苏宁电器五角场店),35,五星商户,无,邯郸路585号苏宁电器1楼,7.9,7.8,7.1
购物,TEENIEWEENIE(扬族百货店),无,三星商户,无,淞沪路8号扬族百货3层,7.1,7.0,7.1
购物,浪琴(百联又一城店),36,准四星商户,8040,淞沪路8号百联又一城1层,7.3,7.2,7.2
购物,晨光生活馆(合生汇店),17,四星商户,35,翔殷路1099号合生汇2层,7.9,7.8,7.1
购物,Paul Frank(合生汇店),8,准四星商户,无,翔殷路1099号合生汇B1,7.1,7.0,7.1
购物,Samsonite(百联又一城店),4,准四星商户,无,淞沪路8号百联又一城4层,7.3,7.2,7.2
购物,COACH(百联又一城购物中心店),44,四星商户,3500,淞沪路8号百联又一城购物中心1层,7.9,7.8,7.1
购物,伊蒂之屋(合生汇店),2,三星商户,无,翔殷路1099号合生汇B1层,7.1,7.0,7.1
购物,E∙LAND(巴黎春天店),122,准四星商户,913,淞沪路1号巴黎春天4层,7.3,7.2,7.2
购物,hotwind(合生汇店),46,四星商户,188,翔殷路1099号合生汇B2,7.9,7.8,7.1
购物,玖姿(巴黎春天五角场店),2,准四星商户,无,淞沪路1号巴黎春天2层,7.1,7.0,7.1
购物,GROTTO(合生汇店),9,准四星商户,无,翔殷路1099号合生汇2层,7.3,7.2,7.2
购物,苏宁生活广场(五角场店),19,准四星商户,无,邯郸路585号,7.9,7.8,7.1
购物,SELECTED(扬族百货店),27,准四星商户,1004,淞沪路8号百联又一城扬族百货4层,7.1,7.0,7.1
购物,Seifini(合生汇店),3,四星商户,无,翔殷路1099号合生汇3层,7.3,7.2,7.2
购物,LEPETITCHATEAU(合生汇店),1,准四星商户,无,翔殷路1099号合生汇3层,7.3,7.2,7.2
购物,teenmix天美意(五角场又一城店),2,四星商户,无,淞沪路8号百联又一城2楼,7.1,7.0,7.1
购物,ROMANTI(合生汇店),6,准四星商户,无,翔殷路1099号合生汇3F,7.3,7.2,7.2
购物,花语馨室,2,四星商户,无,黄兴路2049号,7.1,7.0,7.1
购物,BeLLE(巴黎春天五角场店),144,五星商户,803,淞沪路1号1楼,7.6,7.6,7.3
购物,TATA(川沙百联购物中心店),2,四星商户,无,秀川路581号百联购物中心1楼,7.1,7.0,7.1
购物,:CHOCOOLATE(五角场合生店),20,四星商户,无,黄兴路2228号上海合生国际广场地下一层B1-03号,7.6,7.6,7.3
购物,Cannie&ca,无,三星商户,无,淞沪路1号巴黎春天F4,7.1,7.0,7.1
购物,电信(五角场店),21,准五星商户,无,五角场下沉式广场,7.6,7.6,7.3
购物,迪桑娜(巴黎春天五角场店),11,准四星商户,无,淞沪路1号巴黎春天2楼,7.1,7.0,7.1
购物,Massimo Dutti(合生汇店),28,准四星商户,无,翔殷路1099号合生汇1层,7.6,7.6,7.3
购物,宝岛眼镜(特力时尚汇店),207,四星商户,755,邯郸路600号万达商业广场特力时尚汇1层,7.6,7.6,7.3
购物,i·lollipop(合生汇店),20,四星商户,无,翔殷路1099号合生汇3F,7.6,7.6,7.3
购物,华为体验店,32,准四星商户,无,淞沪路77号万达广场,7.6,7.6,7.3
购物,乐高玩具(宝大祥五角场店),54,四星商户,270,国宾路58号1楼宝大祥内,7.6,7.6,7.3
购物,hao(合生汇店),14,准四星商户,无,翔殷路1099号合生汇3层,7.6,7.6,7.3
购物,UNDER ARMOUR(百联又一城购物中心店),24,准四星商户,523,淞沪路8号百联又一城购物中心5层14,7.6,7.6,7.3
购物,苏宁电器(上海五角场店),455,准四星商户,3688,邯郸路585号,7.6,7.6,7.3
购物,hotwind(杨浦万达店),379,准四星商户,238,政通路189号、特力时尚汇2F,7.6,7.6,7.3
购物,wacoal(合生汇店),3,四星商户,无,翔殷路1099号合生汇3层,7.6,7.6,7.3
购物,周生生珠宝(五角场百联又一城店),108,三星商户,3044,淞沪路8号百联又一城1楼,7.4,7.2,7.0
购物,Pull&Bear(合生汇店),22,准四星商户,无,翔殷路1099号合生汇B1层,7.6,7.6,7.3
购物,Dr.Kong江博士健康鞋(五角场万达店),17,准四星商户,408,淞沪路77号五角场万达广场地下一层B-32-A-1号,7.4,7.2,7.0
购物,GAP(五角场万达广场店),10,二星商户,无,五角场国宾路万达广场,7.4,7.2,7.0
购物,酷漫居儿童家居(特力屋五角场店),2,三星商户,无,政通路189号特力和乐家居广场3楼,7.4,7.2,7.0
购物,元道酒行,8,四星商户,无,国宾路91号-5,7.1,6.9,7.0
购物,gozo(合生汇店),2,四星商户,无,翔殷路1099号合生汇3层,7.4,7.2,7.0
购物,华硕智汇家(合生汇店),15,准四星商户,无,翔殷路1099号合生汇4层,7.4,7.2,7.0
购物,mexican稻草人(百联又一城店),1,准四星商户,无,淞沪路8号百联又一城3层,7.1,6.9,7.0
购物,kipling(百联又一城购物中心店),32,准四星商户,605,淞沪路8号百联又一城购物中心3层3F-3,7.4,7.2,7.0
购物,Bata(五角场巴黎春天店),13,准四星商户,无,淞沪路1号五角场巴黎春天1楼,7.1,6.9,7.0
购物,箱子(巴黎春天店),2,准四星商户,无,淞沪路1号巴黎春天4层,7.1,6.9,7.0
购物,OneMore(巴黎春天五角场店),7,三星商户,无,淞沪路1号巴黎春天3层,7.4,7.2,7.0
购物,LOVE  LINK  上海又一城店,2,四星商户,无,淞沪路8号又一城B1-19铺,7.1,6.9,7.0
购物,Donoratico(巴黎春天五角场店),1,准四星商户,无,淞沪路1号巴黎春天B1层,7.1,6.9,7.0
购物,FJALLRAVEN(百联又一城店),2,三星商户,无,淞沪路8号百联又一城5层,7.4,7.2,7.0
购物,上港俱乐部Logo Shop(百联又一城店),1,准四星商户,无,淞沪路8号百联又一城5楼,7.1,6.9,7.0
购物,RECLASSIFIED(合生汇店),2,四星商户,无,翔殷路1099号合生汇B1,7.1,6.9,7.0
购物,鄂尔多斯(百联又一城购物中心店),11,三星商户,无,淞沪路8号百联又一城购物中心2层,7.4,7.2,7.0
购物,现代眼镜(五角场三叶店),15,四星商户,无,翔殷路1088号凯迪金融大厦3楼311号,7.1,6.9,7.0
购物,Hush Pupies(合生汇店),无,准四星商户,无,翔殷路1099号合生汇2层,7.1,6.9,7.0
购物,ochirly(万达广场五角场店),57,准四星商户,855,淞沪路77号万达广场B1层,7.4,7.2,7.0
购物,boylondon(合生汇店),5,四星商户,无,翔殷路1099号合生汇1层,7.6,7.8,7.5
购物,Vous lin,2,准四星商户,无,五角场邯郸路的544号,7.1,6.9,7.0
购物,MONTBLANC(百联又一城店),1,准四星商户,无,淞沪路8号百联又一城1层,7.4,7.2,7.0
购物,innisfree(百联又一城购物中心店),79,准四星商户,258,淞沪路8号百联又一城购物中心B1-20层,7.6,7.8,7.5
购物,一代眼镜,1,准四星商户,无,淞沪路111号,7.1,6.9,7.0
购物,BanilaCo(巴黎春天店),20,准四星商户,310,淞沪路1号巴黎春天1层,7.4,7.2,7.0
购物,礼雾GIFT&VAPE电子烟(合生汇店),30,四星商户,1283,翔殷路1099号合生汇5F,7.6,7.8,7.5
购物,hconnect,无,准四星商户,无,四平路2446号,7.1,6.9,7.0
购物,老凤祥银楼(巴黎春天店),7,准四星商户,无,淞沪路1号巴黎春天1层,7.4,7.2,7.0
购物,五角场下沉式广场(百联又一城店),37,准四星商户,2814,淞沪路与中环路交叉口东北角,7.6,7.8,7.5
购物,千禧之星(百联又一城购物中心店),9,四星商户,无,淞沪路8号百联又一城购物中心1层,7.1,6.9,7.0
购物,pandora潘多拉(百联又一城店),9,准四星商户,无,淞沪路8号百联又一城1层1F-19,7.6,7.8,7.5
购物,CONVERSE(巴黎春天五角场店),20,三星商户,无,淞沪路1号巴黎春天6层,7.9,7.9,7.9
购物,SKECHERS(合生汇店),28,准四星商户,593,翔殷路1099号合生汇3层,7.6,7.8,7.5
购物,Mind Bridge(扬族百货店),1,准四星商户,无,淞沪路8号扬族百货4层,7.9,7.9,7.9
购物,胡庆余堂(百联又一城购物中心店),8,准四星商户,无,淞沪路8号百联又一城购物中心B1层,7.6,7.8,7.5
购物,三星专卖(万达广场店),24,准四星商户,无,淞沪路77号万达广场B1层,7.9,7.9,7.9
购物,火神の肉(百联又一城购物中心店),711,准四星商户,104,淞沪路8号百联又一城购物中心B1层,7.6,7.8,7.5
购物,on&on(合生汇店),5,准四星商户,无,翔殷路1099号合生汇3楼,7.9,7.9,7.9
购物,Bershka(合生汇店),64,准四星商户,265,翔殷路1099号合生汇B1层,7.6,7.8,7.5
购物,亨得利名表维修中心(万达店),30,三星商户,1058,淞沪路77号万达广场,7.9,7.9,7.9
购物,招财猫道乐堂猫舍本铺(合生汇店),19,四星商户,无,翔殷路1099号合生汇B1层,7.6,7.8,7.5
购物,CAT(百联又一城购物中心店),58,准四星商户,748,淞沪路8号百联又一城购物中心5层,7.9,7.9,7.9
购物,AAPEBYABATHINGAPE®(合生汇店),8,准四星商户,无,翔殷路1099号合生汇1层,7.6,7.8,7.5
购物,aigle(合生汇店),4,准四星商户,无,翔殷路1099号合生汇1层,7.9,7.9,7.9
购物,oakley(五角场万达广场店),15,五星商户,无,五角场淞沪路77号万达广场E座1楼169-2/176-2商铺,7.6,7.8,7.5
购物,FILA(巴黎春天五角场店),15,准四星商户,925,淞沪路1号巴黎春天6层,7.9,7.9,7.9
购物,shoopen鞋范体验店(巴黎春天五角场店),105,四星商户,143,淞沪路1号巴黎春天B1层,7.6,7.8,7.5
购物,TheFaceShop(合生汇店),12,准四星商户,无,翔殷路1099号合生汇B1,7.9,7.9,7.9
购物,VANS(五角场万达店),3,准四星商户,无,淞沪路77号万达广场B1层A-13号,7.6,7.8,7.5
购物,Bata(五角场又一城店),36,五星商户,663,淞沪路8号五角场又一城2楼,7.9,7.9,7.9
购物,京东板栗,2,准四星商户,无,黄兴路1167号,7.9,7.9,7.9
购物,NIKE(合生汇店),10,准四星商户,无,翔殷路1099号合生汇B1层,6.9,6.9,6.9
购物,11s(五角场店),2,准四星商户,无,五角场邯郸路545号,7.9,7.9,7.9
购物,adidaskids(合生汇店),无,三星商户,无,翔殷路1099号合生汇3层,7.9,7.9,7.9
购物,HAZZYS(百联又一城店),14,四星商户,无,淞沪路8号百联又一城1层,6.9,6.9,6.9
购物,PENNYBLACK(合生汇店),无,准四星商户,无,翔殷路1099号合生汇1层,7.9,7.9,7.9
购物,第一医药灵林药房(医保定点店),12,二星商户,无,百联又一城扬族百货一楼,7.9,7.9,7.9
购物,BeLLE(合生国际广场店),70,五星商户,无,翔殷路1099号06号,6.9,6.9,6.9
购物,+OMey 欧美药妆(百联又一城购物中心店),1,准四星商户,无,淞沪路8号百联又一城购物中心B1层,7.9,7.9,7.9
购物,WHO.A.U(特力屋店),31,三星商户,无,政通路189号特力时尚汇1楼,7.9,7.9,7.9
购物,周大福(又一城购物中心店),52,四星商户,4618,淞沪路8号百联又一城购物中心一楼周大福专柜,6.9,6.9,6.9
购物,朱炳仁国艺(东方商厦店),1,准四星商户,无,四平路2500号东方商厦1层,7.9,7.9,7.9
购物,COCCINELLE(合生汇店),6,准四星商户,无,翔殷路1099号合生汇1层,6.9,6.9,6.9
购物,资生堂(巴黎春天店),21,准四星商户,784,淞沪路1号巴黎春天1层,6.9,6.9,6.9
购物,roots(合生汇店),4,准四星商户,无,翔殷路1000号合生汇广场2楼,7.9,7.9,7.9
购物,屈臣氏(合生汇店),50,准四星商户,42,翔殷路1099号合生汇B1层,6.9,6.9,6.9
购物,九木杂物社(合生汇店),18,四星商户,75,翔殷路1099号合生汇B1层,6.9,6.9,6.9
购物,她他,1,准四星商户,无,五角场淞沪路,7.9,7.9,7.9
购物,悦木之源(百联又一城店),30,四星商户,535,淞沪路8号百联又一城1层,6.9,6.9,6.9
购物,kiehl's科颜氏(上海五角场万达店),50,准四星商户,410,淞沪路77号万达广场B1层C-10-1号,6.9,6.9,6.9
购物,Oohdear(合生汇店),无,准四星商户,无,翔殷路1099号合生汇B1,7.9,7.9,7.9
购物,i.t(合生汇店),4,准四星商户,无,黄兴路2228号上海合生国际广场地下一层B1-06-07-08号房屋,6.9,6.9,6.9
购物,酷乐潮玩(百联又一城店),77,四星商户,125,淞沪路8号百联又一城6层,6.9,6.9,6.9
购物,POGO,1,准四星商户,无,五角场万达广场地下一楼,7.9,7.9,7.9
购物,ROCOCO(合生汇店),4,准四星商户,无,翔殷路1099号合生汇3层9,6.9,6.9,6.9
购物,NUK(五角场宝大祥店),7,三星商户,无,国宾路58号宝大祥青少年儿童购物中心1楼,7.9,7.9,7.9
购物,BearTwo(合生汇店),4,准四星商户,无,翔殷路1099号合生汇3层,7.9,7.9,7.9
购物,Viviennewestwood(合生汇店),6,四星商户,无,翔殷路1099号合生汇1层,6.9,6.9,6.9
购物,HR(合生汇店),1,二星商户,无,翔殷路1099号合生汇2层,7.9,7.9,7.9
购物,Diplomat(五角场店),8,准四星商户,无,政通路189号特力时尚汇3楼,7.9,7.9,7.9
购物,MLB(周浦万达店),20,准四星商户,无,年华浜路518号万达广场1楼运动100 MLB专柜,7.1,7.1,7.1
购物,candy lab糖果研究室(合生汇店),2,准四星商户,无,翔殷路1099号合生国际广场B1-K-18号,7.1,7.1,7.1
购物,L'OREAL(巴黎春天五角场店),55,准四星商户,268,淞沪路1号巴黎春天1层,7.1,7.1,7.1
购物,initial(合生汇店),10,三星商户,无,翔殷路1099号合生汇2F,7.1,7.1,7.1
购物,华氏大药房,13,三星商户,无,政通路望湘园旁,7.1,7.1,7.1
购物,JucyJudy(扬族百货店),6,三星商户,无,淞沪路8号扬族百货3层,7.1,7.1,7.1
购物,李宁(巴黎春天五角场店),55,准四星商户,639,淞沪路1号巴黎春天7层,7.1,7.1,7.1
购物,Five Plus (百联又一城购物中心店),24,准四星商户,1084,淞沪路8号百联又一城购物中心2层,7.1,7.1,7.1
购物,ASOBIO(巴黎春天五角场店),147,四星商户,548,淞沪路1号巴黎春天B1层,7.5,7.5,7.1
购物,pancoat(合生汇店),12,准四星商户,无,翔殷路1099号合生汇B1,7.4,7.3,7.4
购物,华氏大药房(东方商厦店),3,准四星商户,无,四平路2500号东方商厦1层,7.5,7.5,7.1
购物,GXG(巴黎春天五角场店),50,准四星商户,989,淞沪路1号巴黎春天6层,7.4,7.3,7.4
购物,ag银加美饰(合生汇店),11,四星商户,无,翔殷路1099号合生汇B1层,7.5,7.5,7.1
购物,优之良品(百联又一城购物中心店),27,三星商户,55,淞沪路8号百联又一城购物中心B1层,7.4,7.3,7.4
购物,CHARLES & KEITH(巴黎春天五角场店),3,准四星商户,无,淞沪路1号巴黎春天B1层,7.5,7.5,7.1
购物,VANS(五角场巴黎春天店),5,三星商户,无,淞沪路1号6楼,7.4,7.3,7.4
购物,4inlook美目美佳隐形眼镜店（合生汇店)(合生汇店),28,准四星商户,426,翔殷路1099号合生汇B1层,7.5,7.5,7.1
购物,KATE(又一城店),5,准四星商户,无,淞沪路8号百联又一城内,7.4,7.3,7.4
购物,英氏(合生汇店),8,准四星商户,无,翔殷路1099号合生汇3层,7.5,7.5,7.1
购物,雷朋专卖店,2,四星商户,无,五角场万达广场B1楼,7.4,7.3,7.4
购物,TeenieWeenie(巴黎春天店),94,四星商户,1089,淞沪路1号巴黎春天4层,7.5,7.5,7.1
购物,belle(五角场又一城店),18,五星商户,无,淞沪路8号1楼,7.4,7.3,7.4
购物,RazerStore雷蛇(上海店),36,准四星商户,无,翔殷路1099号合生汇4楼L-24,7.5,7.5,7.1
购物,NIKE(百联又一城店),2,准四星商户,无,淞沪路8号百联又一城5层5F-16,7.5,7.5,7.1
购物,Clarks(百联又一城购物中心店),4,准四星商户,无,淞沪路8号百联又一城购物中心4层,7.5,7.5,7.1
购物,吴良材眼镜(合生汇店),35,准四星商户,无,翔殷路1099号合生汇B2,7.5,7.5,7.1
购物,进口超市,53,准四星商户,141,淞沪路77号万达广场1层,7.5,7.5,7.1
购物,BUOUBUOU(又一城店),2,准四星商户,无,淞沪路8号百联又一城购物中心,6.0,6.0,6.0
购物,POLOSPORT(合生汇店),4,准四星商户,无,翔殷路1099号合生汇4层,7.2,7.2,7.2
购物,芙儿优(百联又一城店),10,准四星商户,无,淞沪路8号百联又一城购物中心5楼,7.5,7.5,7.1
购物,ENZO(百联又一城购物中心店),29,准四星商户,无,淞沪路8号百联又一城购物中心1层,7.2,7.2,7.2
购物,MISS SIXTY(五角场万达国宾路店),1,二星商户,无,淞沪路77号万达广场B1层C-26号,6.0,6.0,6.0
购物,crocs(百联又一城店),19,三星商户,551,淞沪路8号百联又一城5层,6.0,6.0,6.0
购物,Sofina(巴黎春天店),48,三星商户,411,淞沪路1号巴黎春天1层,7.2,7.2,7.2
购物,谭木匠(特力时尚汇店),12,准四星商户,无,邯郸路600号特力时尚汇1层,6.0,6.0,6.0
购物,BeLLE(东方商厦杨浦店),39,准四星商户,357,四平路2500号东方商厦B1层,6.0,6.0,6.0
购物,理肤泉(五角场巴黎春天万达店),98,准四星商户,410,淞沪路1号,7.2,7.2,7.2
购物,左天奴(东方商厦店),1,准四星商户,无,四平路2500号东方商厦4层,6.0,6.0,6.0
购物,趣拿取货机,4,准四星商户,无,五角场百联又一城2楼,6.0,6.0,6.0
购物,flaglady(合生汇店),3,准四星商户,无,翔殷路1099号合生汇2层,7.2,7.2,7.2
购物,GRACO,无,三星商户,无,国滨路58号宝大祥青少年儿童购物中心F1,6.0,6.0,6.0
购物,Hush Pupies(巴黎春天五角场店),14,准四星商户,无,淞沪路1号巴黎春天5层,6.0,6.0,6.0
购物,黄色小鸭(百联又一城店),7,准四星商户,无,淞沪路8号5楼,7.2,7.2,7.2
购物,D:FUSE,23,准四星商户,769,淞沪路1号巴黎春天1层,6.0,6.0,6.0
购物,乔山健康科技,2,准四星商户,无,五角场巴黎春天6f专柜,6.0,6.0,6.0
购物,JACK&JONES(万达广场五角场店),12,准四星商户,无,淞沪路77号万达广场B1层,7.2,7.2,7.2
购物,Casio(巴黎春天店),5,准四星商户,无,淞沪路1号巴黎春天1层,7.2,7.2,7.2
购物,圣晶天然水晶(特力时尚汇店),165,准四星商户,474,邯郸路600号万达商业广场特力时尚汇2层,6.0,6.0,6.0
购物,Kidsland(合生汇店),11,三星商户,无,翔殷路1099号合生汇3F,7.2,7.2,7.2
购物,Columbia(淞沪路店),19,准四星商户,无,淞沪路1号巴黎春天内,7.2,7.2,7.2
购物,new balance kids(合生汇店),5,三星商户,无,黄兴路2228号,6.0,6.0,6.0
购物,美度(合生汇店),4,准四星商户,无,翔殷路1099号合生汇B1层68C,7.2,7.2,7.2
购物,手饰场(巴黎春天店),1,准四星商户,无,淞沪路1号巴黎春天3层,7.2,7.2,7.2
购物,PONY(巴黎春天店),7,三星商户,无,淞沪路1号五角场巴黎春天6楼,6.0,6.0,6.0
购物,ThinkPad4s体验店(百联又一城店),5,四星商户,无,五角场淞沪路8号百联又一城6F6-13,7.2,7.2,7.2
购物,乐智小天地(巴黎春天五角场店),11,三星商户,无,淞沪路1号巴黎春天B1层,7.2,7.2,7.2
购物,MICHAELKORS(百联又一城店),9,准四星商户,无,淞沪路8号百联又一城1层,7.0,6.9,6.6
购物,CalvinKlein(合生汇店),13,准四星商户,无,翔殷路1099号合生汇2层,7.0,6.9,6.6
购物,欧舒丹(五角场万达店),97,准四星商户,460,淞沪路77号五角场万达广场B1层C-02-1,7.0,6.9,6.6
购物,Salad(百联又一城店),15,四星商户,无,淞沪路8号百联又一城1层,7.0,6.9,6.6
购物,new era,2,四星商户,无,邯郸路600号五角场万达E座166,7.0,6.9,6.6
购物,VANS(百联又一城店),8,三星商户,无,淞沪路1号上海巴黎春天6层,7.0,6.9,6.6
购物,SEPHORA(万达店),148,三星商户,400,淞沪路77号万达广场1层,7.0,6.9,6.6
购物,知音琴行(百联又一城购物中心店),10,准四星商户,无,淞沪路8号百联又一城购物中心6层,7.0,6.9,6.6
购物,ETUDEHOUSE(合生汇店),52,准四星商户,128,翔殷路1099号合生汇B1,7.0,6.9,6.6
购物,奇妙花园(百联又一城店),6,准四星商户,无,淞沪路8号百联又一城6层6-13,7.5,7.3,7.5
购物,罗森(苏宁电器广场店),92,四星商户,13,邯郸路585号苏宁电器广场,7.0,6.9,6.6
购物,migaino(巴黎春天店),4,准四星商户,无,淞沪路1号巴黎春天3层,7.5,7.3,7.5
购物,FURLA(百联又一城店),8,准四星商户,无,淞沪路8号百联又一城1层1F-23,7.0,6.9,6.6
购物,花快送,1,准四星商户,无,政通路267号,7.5,7.3,7.5
购物,美珍香(五角场苏宁店),3,准四星商户,无,邯郸路585号苏宁电器B1层,7.0,6.9,6.6
购物,三父子专业拆旧水电工,2,三星商户,无,五角场,7.5,7.3,7.5
购物,BOBBIBROWN(百联又一城店),5,准四星商户,无,淞沪路8号百联又一城1层,7.0,6.9,6.6
购物,花冠鲜花(国宾路花店),32,准四星商户,129,邯郸路600号万,7.5,7.3,7.5
购物,SWAROVSKI(巴黎春天店),71,准四星商户,4739,淞沪路1号巴黎春天1层,7.0,6.9,6.6
购物,a02(扬族百货店),1,准四星商户,无,淞沪路8号扬族百货2层,7.5,7.3,7.5
购物,lovété(百联又一城购物中心店),1,准四星商户,无,淞沪路1号巴黎春天3层,7.5,7.3,7.5
购物,d'zzit(合生汇店),无,准四星商户,无,翔殷路1099号合生汇3层,7.0,7.0,6.6
购物,周大福(四平路东方商厦),91,准五星商户,4018,四平路2500号东方商厦一楼周大福专柜,7.0,7.0,6.6
购物,PIKOLINOS(百联又一城购物中心店),2,准四星商户,无,淞沪路8号百联又一城购物中心2层,7.5,7.3,7.5
购物,戴维贝拉,无,三星商户,无,国滨路58号宝大祥青少年儿童购物中心F1,7.0,7.0,6.6
购物,六福珠宝(巴黎春天店),63,准四星商户,1722,淞沪路1号巴黎春天1层,7.0,7.0,6.6
购物,teenmix天美意(五角场巴黎春天店),14,准四星商户,无,淞沪路1号五角场巴黎春天1楼,7.5,7.3,7.5
购物,全家便利店(黄兴路四店),35,准四星商户,28,四平路2500号,7.0,7.0,6.6
购物,宝宝睡旗舰店,7,准四星商户,无,翔殷路1099号合生国际广场B区2层20室,7.9,7.9,7.9
购物,SENDA森达(五角场巴黎春天店),2,准四星商户,无,松沪路1号巴黎春天1楼,7.5,7.3,7.5
购物,一代眼镜(合生汇店),21,三星商户,无,翔殷路1099号合生汇B2,7.0,7.0,6.6
购物,NICE CLAUP(合生汇店),8,准四星商户,无,黄兴路2228号合生国际广场3F03A,7.9,7.9,7.9
购物,包扮网智能电子礼品专家(巴黎春天五角场店),1,准四星商户,无,淞沪路1号巴黎春天B1层,7.5,7.3,7.5
购物,THE NORTH FACE(扬族百货店),1,三星商户,无,淞沪路8号百联又一城扬族百货5层,7.0,7.0,6.6
购物,La Chapelle(扬族百货店),16,准四星商户,323,淞沪路8号百联又一城扬族百货3层,7.9,7.9,7.9
购物,IGold(巴黎春天五角场店),4,三星商户,无,淞沪路1号巴黎春天B1层,7.5,7.3,7.5
购物,VERO MODA(扬族百货店),114,准四星商户,607,淞沪路8号100联又1城购物中心3层,7.0,7.0,6.6
购物,Timberland(合生汇店),6,准四星商户,无,翔殷路1099号合生汇B1,7.9,7.9,7.9
购物,乐眸眼镜(合生汇店),1,准四星商户,无,翔殷路1099号合生汇3层,7.5,7.3,7.5
购物,好孩子(五角场万达店),10,三星商户,无,邯郸路600号五角场万达商业广场宝大祥1楼,7.0,7.0,6.6
购物,NBA(万达广场五角场店),9,准四星商户,无,淞沪路77号万达广场B1层,7.9,7.9,7.9
购物,谦贝阁,1,准四星商户,无,淞沪路77号万达广场1层,7.5,7.3,7.5
