classify,name,comment,star,price,address,quality,environment,service
美食,绚彩果汁吧,9,三星商户,无,淞沪路8号百联又一城购物中心B1-36商户,6.9,7.0,6.9
美食,金陵鸭血粉丝,4,三星商户,无,黄兴路1191号,6.9,7.0,6.9
休闲娱乐,暗黑魔盒集中营,3051,五星商户,119,翔殷路1099号4楼15室,9.3,9.2,9.1
美食,CII JUSS缤纷果昔,1,三星商户,无,黄兴路2228号B2层C13,6.9,7.0,6.9
美食,古月居羊蝎子火锅,3,准四星商户,无,中环路苏宁广场四楼,6.9,7.0,6.9
休闲娱乐,缪斯酒吧(五角场店),148,五星商户,166,淞沪路92号1层,9.3,9.2,9.1
美食,老北京手工水饺,1,三星商户,无,邯郸路399号A5,6.9,7.0,6.9
美食,老潼关肉夹馍,2,三星商户,20,国宾路重庆鸡公煲斜对面,6.9,7.0,6.9
休闲娱乐,好乐迪(五角场万达店),685,准五星商户,106,国宾路58号B区3层,9.3,9.2,9.1
美食,玉嘉小铁板,1,准四星商户,无,淞沪路600号第一食品二楼,6.9,7.0,6.9
美食,觉味,2,三星商户,无,邯郸路600号,6.9,7.0,6.9
休闲娱乐,MC精品真人密室逃脱(五角场店),1973,五星商户,106,国宾路18号万达广场写字楼A座11楼B,9.3,9.2,9.1
美食,启泰(东方商厦杨浦店),2,三星商户,无,四平路2500号东方商厦1层,6.9,7.0,6.9
美食,咕咕嘎鸡排(五角场店),78,三星商户,11,黄兴路2081号,6.9,7.0,6.9
休闲娱乐,好乐迪(五角场又一城店),5928,准五星商户,106,淞沪路8号百联又一城9楼,9.3,9.2,9.1
休闲娱乐,承邈养脊馆(脊柱健康中心),149,五星商户,111,黄兴路1728号东方蓝海国际2号楼1615室,9.3,9.2,9.1
美食,刘记盖浇饭,2,三星商户,17,邯郸路500号,6.9,7.0,6.9
休闲娱乐,狼人杀俱乐部·暗黑魔盒,33,五星商户,106,黄兴路2188号合生汇4楼,9.3,9.2,9.1
休闲娱乐,影咖传奇私人影吧桌游聚会(二店),221,五星商户,135,淞沪路161号中环国际大厦901室,9.3,9.2,9.1
休闲娱乐,感智盲人按摩艾灸养生馆(五角场万达广场店),2533,准五星商户,106,五角场政通路177号万达广场C座503室,9.3,9.2,9.1
美食,杨氏家常菜,1,准四星商户,无,政通路285弄,6.9,6.9,6.9
休闲娱乐,传承堂-精准推拿(五角场万达广场店),522,五星商户,106,国宾路36号万达广场B座2206室,9.3,9.2,9.1
美食,邯郸路久久鸭,1,三星商户,无,五角场邯郸路,6.9,6.9,6.9
美食,鼎茶(邯郸路店),1,三星商户,无,邯郸路600号,6.9,6.9,6.9
美食,阿奇快餐,1,三星商户,无,四平路2456号,6.9,6.9,6.9
美食,屌丝奶茶(五角场店),1,三星商户,16,邯郸路470弄102室后门,6.9,6.9,6.9
美食,代宫山,无,三星商户,无,邯郸路600号B1层,6.9,6.9,6.9
美食,华豫川酒家,23,三星商户,50,黄兴路2073号,6.9,6.9,6.9
美食,Popaholie,无,三星商户,无,翔殷路1099号合生汇B2,6.9,6.9,6.9
美食,中粮中茶,4,三星商户,无,四平路2500号东方商厦新大楼1楼,6.9,6.9,6.9
美食,BOSS SUNWEN,无,三星商户,无,淞沪路1号巴黎春天五角场店F5层,6.9,6.9,6.9
美食,康豪饺子房(五角场),1,三星商户,无,国济路28号,6.9,6.9,6.9
休闲娱乐,黍糖茶屋,44,准五星商户,61,翔殷路1099号合生汇商场二楼32_33号铺位,8.1,8.0,7.8
美食,爱上一份,2,三星商户,无,淞沪路8号百联又一城购物中心9楼8-16室,6.9,6.9,6.9
休闲娱乐,冠军溜冰场(百联又一城购物中心店),1454,四星商户,69,淞沪路8号百联又一城购物中心7层,8.1,8.0,7.8
美食,水果鲜榨吧,4,三星商户,无,淞沪路8号百联又一城B1楼,6.9,6.9,6.9
休闲娱乐,星巴克(上海合生国际广场店),353,四星商户,38,翔殷路1099号上海合生国际广场B1,8.1,8.0,7.8
美食,苏北小食,1,三星商户,无,国宾路与政通路交叉口向南路东,6.9,6.9,6.9
休闲娱乐,Storm Running娱乐团建策划中心(runningman),57,四星商户,124,国宾路18号万达A座12层D03-D05,8.1,8.0,7.8
休闲娱乐,卡旺卡(万达广场五角场店),2392,四星商户,15,淞沪路77号万达广场B区B1层,8.1,8.0,7.8
美食,润家优品生活(杨浦店),2,三星商户,无,翔殷路1099号地下二层B2-15、B2-16商铺,6.8,6.8,6.7
美食,sungo果汁(江桥万达店),2,三星商户,无,淞沪路77号万达广场3层,6.8,6.8,6.7
休闲娱乐,一兆韦德健身(五角场会所),935,四星商户,4175,淞沪路8号百联又一城8-9楼,8.1,8.0,7.8
美食,酱鸭王,无,三星商户,无,国定路171号,6.8,6.8,6.7
美食,镇江锅盖面,无,三星商户,无,邯郸路408号,6.8,6.8,6.7
休闲娱乐,Habit Fitness健身工作室(五角场店),263,五星商户,205,四平路2500号金岛大厦1203室,8.1,8.0,7.8
美食,南瓜庄园,2,三星商户,无,淞沪路8号B1新世纪食品城,6.8,6.8,6.7
美食,猪状元(五角场店),无,三星商户,无,邯郸路600号上海第一食品二楼,6.8,6.8,6.7
休闲娱乐,汇佳桌游(五角场店),1055,准五星商户,44,邯郸路399号财富大酒店院内,8.1,8.0,7.8
美食,香港汉记甜品(东方商厦杨浦店),无,三星商户,无,四平路2500号东方商厦2层,6.8,6.8,6.7
美食,MOMOWO,无,三星商户,无,翔殷路1099号合生汇B2,6.8,6.8,6.7
休闲娱乐,星巴克(又一城店),1113,四星商户,36,淞沪路8号,8.1,8.0,7.8
休闲娱乐,星际传奇(合生汇店),243,准四星商户,114,翔殷路1099号合生汇3F,7.3,7.5,8.0
美食,酸辣土豆粉,无,三星商户,无,翔殷路1088号凯迪金融大厦1层,6.8,6.8,6.7
休闲娱乐,COSTA COFFEE(五角场百联又一城店),377,四星商户,38,淞沪路8号sm-2/sm-3,8.1,8.0,7.8
休闲娱乐,1454's cafe(五角场店),229,准四星商户,22,五角场国济路政旦东路路口,7.3,7.5,8.0
美食,龙源砂锅,5,三星商户,无,国宾路87号,6.8,6.8,6.7
休闲娱乐,四云奶盖贡茶(百联又一城店),3649,五星商户,18,淞沪路8号百联又一城B1楼04-1商铺,8.1,8.0,7.8
休闲娱乐,星巴克(东方商厦店),31,四星商户,37,四平路2500号东方商厦1层,7.3,7.5,8.0
美食,火炬冰淇淋,无,三星商户,无,淞沪路8号百联又一城购物中心B1层,6.8,6.8,6.7
休闲娱乐,星巴克(五角场万达影城店),135,准四星商户,35,上海五角场万达商业广场万达影城国宾路58号3楼,8.1,8.0,7.8
休闲娱乐,阿曼尼,2,四星商户,无,淞沪路98号,7.3,7.5,8.0
美食,鸡当,无,三星商户,无,翔殷路1099号合生汇B2,6.8,6.8,6.7
休闲娱乐,zoo coffee(百联又一城购物中心店),1761,准四星商户,40,淞沪路8号百联又一城购物中心6层,8.1,8.0,7.8
休闲娱乐,壹壹桌球(五角场店),28,准四星商户,28,国济路20号7楼,7.3,7.5,8.0
美食,胖条条生日快乐,无,三星商户,无,五角场街道五角场万达广场国宾路18号A座13楼,6.8,6.8,6.7
休闲娱乐,汇佳桌游·狼人杀剧本杀·VR电玩(杨浦店),1087,准四星商户,31,邯郸路399号财富大酒店院内1号楼,8.1,8.0,7.8
休闲娱乐,反斗乐园,1,准四星商户,无,国宾路58号万达广场b座1楼,7.3,7.5,8.0
美食,炖品世家(邯郸路店),无,三星商户,无,邯郸路600号万达商业广场第一食品4楼,6.8,6.8,6.7
休闲娱乐,live酒吧(feeling派对店),6,四星商户,无,淞沪路8号百联中心2层,7.3,7.5,8.0
美食,蓝粤春酒店,无,三星商户,无,五角场镇黄兴路2200号,6.9,6.8,6.8
休闲娱乐,威尔士健身会所(合生汇店),486,三星商户,3180,翔殷路1099号合生汇5F,7.3,7.5,8.0
美食,贩卖志,无,三星商户,无,国定路与政修路交叉口北50米,6.9,6.8,6.8
休闲娱乐,新印象莫奈,92,四星商户,81,五角场翔殷路合生汇5楼,7.3,7.5,8.0
美食,coziHOTDOG,无,三星商户,无,淞沪路8号百联又一城购物中心B1,6.9,6.8,6.8
休闲娱乐,本色酒吧(五角场店),11,准五星商户,无,淞沪路95号,7.3,7.5,8.0
美食,侬好川菜,无,三星商户,无,国济路28号顺达楼2层,6.9,6.8,6.8
休闲娱乐,龍帝实戰搏击俱乐部,110,准五星商户,无,五角场四平路国权路口230弄11号楼,7.3,7.5,8.0
美食,便民菜店,无,三星商户,无,国宾路91-5号,6.9,6.8,6.8
休闲娱乐,zoocoffee(合生汇店),455,三星商户,37,翔殷路1099号合生汇3F,7.3,7.5,8.0
美食,上海宝康餐饮有限公司(五角场店),无,三星商户,无,政旦东路36号2F,6.9,6.8,6.8
休闲娱乐,有机世家(百联又一城购物中心店),1,准四星商户,无,淞沪路8号百联又一城购物中心B1层,7.3,7.5,8.0
美食,匆匆那年·精菜馆(五角场店),26,该商户暂无星级,无,政通路189号特力时尚汇2F,6.9,6.8,6.8
休闲娱乐,中影国际影城,5,准四星商户,无,五角场黄兴路,7.3,7.5,8.0
美食,万有全豆腐,无,三星商户,无,国定路四平路路口阳普平昌菜场内2楼251号,6.9,6.8,6.8
美食,茶饮呦可,无,三星商户,无,国济路28-7附近,6.9,6.8,6.8
美食,doka,无,三星商户,无,四平路国定路路口,6.9,6.8,6.8
美食,又一方,无,三星商户,无,淞沪路8号百联又一城7楼北侧,6.9,6.8,6.8
美食,弘韵贡茶（奶茶·鲜榨汁）(邯郸路店),6,三星商户,无,邯郸路399D-A,6.9,6.8,6.8
美食,果之满满五角场(万达店),8,三星商户,无,五角场国宾路,6.9,6.8,6.8
休闲娱乐,中发板棋牌室,1,准四星商户,无,黄兴路2055号,7.8,7.7,8.1
美食,小杨生煎(五角场万达店),1,准四星商户,无,淞沪路77号地下一屋B一28,6.6,6.6,6.6
美食,韩食汤,16,三星商户,25,"""国济路",6.9,6.8,6.8
休闲娱乐,莉莉玛莲酒吧(大学店),2,四星商户,无,邯郸路和四平路交叉口,7.8,7.7,8.1
美食,满记甜品(五角场万达店),1,该商户暂无星级,无,淞沪路111号131商铺,6.6,6.6,6.6
休闲娱乐,现磨咖啡(政旦东路店),93,四星商户,17,政旦东路36号,7.8,7.7,8.1
休闲娱乐,一壶春生煎,6,准四星商户,无,国年路国定路,7.8,7.7,8.1
美食,大邻洞首尔炸鸡,无,该商户暂无星级,无,政通路189号特力时尚汇5F-7,6.6,6.6,6.6
休闲娱乐,夜乐门酒吧(五角场店),14,准五星商户,无,淞沪路92号1楼,7.8,7.7,8.1
休闲娱乐,OCE coffee,16,准四星商户,25,五角场黄兴路,7.8,7.7,8.1
美食,花悦庭,无,该商户暂无星级,无,翔殷路1099号合生汇国际广场5F,6.6,6.6,6.6
休闲娱乐,轻食主义(五角场店),3,准四星商户,45,黄兴路2218号合生汇大厦22楼,7.8,7.7,8.1
休闲娱乐,萌果游戏,无,准四星商户,无,国宾路18号上海五角场万达广场A座19层,7.8,7.7,8.1
美食,等船来·蒸汽海鲜集市(五角场店),无,该商户暂无星级,无,邯郸路399号-1,6.6,6.6,6.6
休闲娱乐,合乎体验团建活动拓展训练,22,五星商户,162,国定东路200号公共实训培训基地1号楼,7.8,7.7,8.1
休闲娱乐,菲比·银座酒吧,2,四星商户,无,淞沪路100号,7.8,7.7,8.1
美食,西贝筱面村(特力时尚汇店),无,该商户暂无星级,无,邯郸路600号特力时尚汇5层,6.6,6.6,6.6
休闲娱乐,芝麻街仲夏乐园,5,三星商户,无,翔殷路1099号,7.8,7.7,8.1
美食,新鲜汁源,3,三星商户,无,淞沪路8号百联又一城3F,6.6,6.6,6.6
美食,渝味重庆麻辣烫,无,该商户暂无星级,无,国霞路366号,6.6,6.6,6.6
休闲娱乐,propaganda(杨浦总店),5,四星商户,无,淞沪路93号,7.8,7.7,8.1
美食,DQ(又一城二店),3845,该商户暂无星级,无,淞沪路8号B1层G09-B01-037,6.6,6.6,6.6
美食,菜老包(阳普平昌菜市场店),无,该商户暂无星级,无,固定路171号354摊位,6.6,6.6,6.6
休闲娱乐,HIVE VR,3,准四星商户,无,翔殷路1099号合生汇B2,7.8,7.7,8.1
美食,大鼓米线(杨浦合生汇店),4,准四星商户,无,五角场合生汇B1城市集市内,6.6,6.6,6.6
美食,阿甘锅盔(合生汇城市集市店),无,该商户暂无星级,无,黄兴路2228号合生汇B2层城市集市C13商铺,6.6,6.6,6.6
休闲娱乐,行云阁,1,准四星商户,无,邯郸路614号,7.8,7.7,8.1
美食,外公来了!,无,该商户暂无星级,无,五角场淞沪路,6.6,6.6,6.6
休闲娱乐,晨光生活馆(万达店),10,准四星商户,无,淞沪路77号万达广场B1,7.7,7.7,7.5
休闲娱乐,视客vr,2,三星商户,无,邯郸路600号万达商业广场B1城中城,7.7,7.7,7.5
休闲娱乐,星轩咖啡,23,准四星商户,12,国宾路100号,7.7,7.7,7.5
休闲娱乐,复旦大学新闻学院图书馆,11,准四星商户,无,国定路400号复旦新闻学院内,7.7,7.7,7.5
休闲娱乐,现磨咖啡(黄兴路店),8,准四星商户,无,黄兴路2077号,7.7,7.7,7.5
休闲娱乐,粉屋迷你k吧,4,准四星商户,无,合生汇b 2,7.7,7.7,7.5
休闲娱乐,盘石网盟,无,准四星商户,无,五角场街道国宾路18号万达广场A座701,7.7,7.7,7.5
休闲娱乐,Feceling Club(杨浦旗舰店),1,准四星商户,无,五角场淞沪路95号,7.7,7.7,7.5
美食,chapayom,无,该商户暂无星级,无,合生汇b2,7.1,7.1,7.1
休闲娱乐,HELLO WE,1,准四星商户,无,五角场国定东路200号1号楼613室,7.7,7.7,7.5
美食,德一碗凉皮(国宾路店),1,准四星商户,无,国宾路91号,7.1,7.1,7.1
休闲娱乐,lava品牌时尚夜店,1,准四星商户,无,淞沪路91号,7.7,7.7,7.5
美食,GOU(巴黎春天五角场店),无,该商户暂无星级,无,淞沪路1号巴黎春天B1层,7.1,7.1,7.1
休闲娱乐,小金豆工坊,1,准四星商户,无,翔殷路1099号合生汇L2,7.7,7.7,7.5
美食,快乐柠檬happylemon(合生汇店),无,该商户暂无星级,无,翔殷路1099号合生汇4层,7.1,7.1,7.1
休闲娱乐,乔山跑步机(特力时尚汇3楼特力屋),2,准四星商户,无,国宾路100号,7.7,7.7,7.5
美食,Jumbo burger(合生汇店),无,该商户暂无星级,无,翔殷路1099号合生汇4层,7.1,7.1,7.1
休闲娱乐,REX,无,三星商户,无,淞沪路8号百联又一城购物中心F2,7.7,7.7,7.5
美食,安琪儿创意蛋糕(五角场店),无,该商户暂无星级,无,邯郸路600号,7.1,7.1,7.1
休闲娱乐,wein friends,5,准四星商户,无,淞沪路8号百联又一城八楼,7.7,7.7,7.5
美食,佑果力,无,该商户暂无星级,无,淞沪路8号百联又一城购物中心B1,7.1,7.1,7.1
美食,青花椒,无,该商户暂无星级,无,黄兴路2216号,7.1,7.1,7.1
休闲娱乐,凯迪新都会,2,准四星商户,无,翔殷路1088号凯迪·新都汇1层,6.9,6.8,6.9
美食,鲜伶果蔬(平昌菜市场),无,该商户暂无星级,无,国定路171号平昌菜场2楼240号摊位,无,数,据
休闲娱乐,全城热炼(PopRhy),2,三星商户,无,四平路2500号1602,6.9,6.8,6.9
美食,U.S.A Popcorn Stores,无,该商户暂无星级,无,淞沪路8号百联又一城购物中心B1,无,数,据
美食,崇民蟹(五角场店),无,该商户暂无星级,无,邯郸路600号第一食品1楼,7.1,7.1,7.1
休闲娱乐,ICEBERG,无,三星商户,无,翔殷路1099号合生汇F1,6.9,6.8,6.9
美食,名媛美甲美睫,无,该商户暂无星级,无,淞沪路199号,无,数,据
美食,PIZZAMARZANO(合生汇店),无,该商户暂无星级,无,翔殷路1099号合生汇1层,7.1,7.1,7.1
休闲娱乐,趣耍高尔夫培训学院(杨浦分店),无,三星商户,无,万达广场B座806室,6.9,6.8,6.9
美食,百味城,无,该商户暂无星级,无,政通路189号特力时尚汇4/5层,无,数,据
美食,蜜思香咖(五角场店),无,该商户暂无星级,无,五角场,7.1,7.1,7.1
休闲娱乐,任性你琪姐,2,三星商户,无,国宾路88号,6.9,6.8,6.9
美食,新雅青年公寓餐厅,无,该商户暂无星级,无,政法路315号,无,数,据
美食,孝心餐饮(五角场店),无,该商户暂无星级,无,邯郸路600号第一食品2楼,7.1,7.1,7.1
休闲娱乐,o2酒吧(杨浦超旗店),无,三星商户,无,淞沪路98号一楼,6.9,6.8,6.9
美食,托尼大叔韩国炸鸡,无,该商户暂无星级,无,邯郸路399号,无,数,据
美食,NATURE'S BOUNTY,无,该商户暂无星级,无,淞沪路8号百联又一城购物中心B1,7.1,7.1,7.1
休闲娱乐,秦傲网络,无,三星商户,无,五角场街道翔殷路1128号沪东金融大厦16楼F4-F5,6.9,6.8,6.9
美食,yu味麻辣烫,无,该商户暂无星级,无,国济路28号2层易品美食天地,无,数,据
休闲娱乐,晚秋花艺(鑫悦花店),无,准四星商户,无,国宾路18号A座,6.9,6.8,6.9
休闲娱乐,苏荷酒吧(杨浦店),1,该商户暂无星级,无,淞沪路91号,6.9,6.8,6.9
美食,暹金蜜语,无,该商户暂无星级,无,五角场淞沪路太平洋森活广场B-27,无,数,据
休闲娱乐,艾力斯特按摩椅(杨浦店),1,准四星商户,无,黄兴路2038号近蓝天宾馆,6.9,6.8,6.9
休闲娱乐,天使动漫城,无,该商户暂无星级,无,四平路2330号2层,6.9,6.8,6.9
美食,ICHIGO 宜芝多(百联又一城店),无,该商户暂无星级,无,淞沪路8号百联又一城B1层,无,数,据
休闲娱乐,哈拉里咖啡生活馆(邯郸路店),15,准四星商户,10,邯郸路399号DA,6.9,6.8,6.9
休闲娱乐,酒吧桌球,无,该商户暂无星级,无,邯郸路399号,6.9,6.8,6.9
美食,懮の鳗.定时.宅送(特力时尚汇店),无,该商户暂无星级,无,邯郸路600号特力时尚汇1层,无,数,据
休闲娱乐,豆丁网咖,9,三星商户,无,邯郸路399号财富大酒店3楼,6.9,6.8,6.9
美食,我是一只鸡,无,该商户暂无星级,无,邯郸路446号,无,数,据
休闲娱乐,喇叭酒吧,无,该商户暂无星级,无,淞沪路67号,无,数,据
美食,小杨美食,无,该商户暂无星级,无,五角场内环高架路延吉西路,无,数,据
休闲娱乐,动因体育篮球班,无,该商户暂无星级,无,五角场附近,无,数,据
美食,岚家友茶,无,该商户暂无星级,无,邯郸路585号苏宁电器广场1F美的展区,无,数,据
休闲娱乐,乔山跑步机(特力时尚汇3楼),无,该商户暂无星级,无,邯郸路608号,无,数,据
美食,聚鑫源哈尔滨水饺,无,该商户暂无星级,无,邯郸路600号万达商业广场第一食品2楼,无,数,据
休闲娱乐,中数网络(四平路),无,该商户暂无星级,无,四平路2158号富庆国定大厦,无,数,据
休闲娱乐,一茶一坐(上海五角场万达店),无,该商户暂无星级,无,淞沪路77号B1楼A—03室,无,数,据
休闲娱乐,嘉贸展览,无,该商户暂无星级,无,五角场街道国宾路36号万达B座1905,无,数,据
休闲娱乐,sparks 羽毛球游泳篮球乒乓球培训(网球黄兴路店),无,该商户暂无星级,无,黄兴路2053号,无,数,据
休闲娱乐,威图酒吧,无,该商户暂无星级,无,淞沪路89号,无,数,据
休闲娱乐,Cat 1,1,该商户暂无星级,无,五角场淞沪路,无,数,据
休闲娱乐,catwalk酒吧,无,该商户暂无星级,无,淞沪路98号,无,数,据
休闲娱乐,威尔士品质健身,无,该商户暂无星级,无,合生财富广场二楼威尔士健身,无,数,据
休闲娱乐,夜上海iava品牌夜店,无,该商户暂无星级,无,五角场淞沪路99号2F,无,数,据
休闲娱乐,se斗魂健身工作室,无,该商户暂无星级,无,五角场万达广场特力时尚汇4楼,无,数,据
美食,早阳,无,该商户暂无星级,无,国宾路91号,6.9,6.9,6.9
休闲娱乐,hello night,无,该商户暂无星级,无,淞沪路91号,无,数,据
美食,穿越食府,87,该商户暂无星级,无,四平路2150号,6.9,6.9,6.9
美食,祖名豆制品,无,该商户暂无星级,无,国定路171阳普菜市场二楼祖名豆制品251,6.9,6.9,6.9
美食,点心,无,该商户暂无星级,无,国定路171号,6.9,6.9,6.9
休闲娱乐,趣耍高尔夫五角场学院,无,该商户暂无星级,无,国宾路36号五角场万达广场B座805-806室,6.3,6.1,5.9
美食,赖上家生活超市,无,该商户暂无星级,无,淞沪路100号,6.9,6.9,6.9
休闲娱乐,lamade拉莫达,1,该商户暂无星级,无,翔殷路1099号,6.3,6.1,5.9
美食,美蛙小厨(五角场店),无,该商户暂无星级,无,政旦东路36号三楼,6.9,6.9,6.9
美食,湾仔港食,无,该商户暂无星级,无,邯郸路446号,6.9,6.9,6.9
美食,李记外卖,无,该商户暂无星级,无,黄兴路2055号甲,7.8,8.0,7.3
休闲娱乐,vclub,无,该商户暂无星级,无,淞沪路100号,6.3,6.1,5.9
美食,萝鲜生·果蔬超市(平昌店),无,该商户暂无星级,无,国定路171号,6.9,6.9,6.9
美食,都咔茶饮,无,该商户暂无星级,无,四平路2533号,7.8,8.0,7.3
休闲娱乐,莱仕邦跑步机(杨浦店),无,该商户暂无星级,无,黄兴路2038号近南京政治学院旁边,6.3,6.1,5.9
美食,味千拉面(百联又一城店),1,准四星商户,45,淞沪路8号百联又一城7层,6.9,6.9,6.9
美食,滷坊,无,该商户暂无星级,无,五角场淞沪路太平洋森活广场,7.8,8.0,7.3
休闲娱乐,东郸社区老年活动室,无,该商户暂无星级,无,邯郸路500弄6号2层,6.3,6.1,5.9
美食,蟹庄缘阳澄湖大闸蟹(杨浦店),无,该商户暂无星级,无,国宾路89号,6.9,6.9,6.9
美食,杨浦一烤,无,该商户暂无星级,无,邯郸路397号,7.8,8.0,7.3
休闲娱乐,Nisa,无,该商户暂无星级,无,国定东路200号1号楼306室,6.3,6.1,5.9
美食,100%鲜榨果汁(百联又一城店),无,该商户暂无星级,无,淞沪路8号百联又一城3层,6.9,6.9,6.9
美食,新都餐车,无,该商户暂无星级,无,邯郸路399号,7.8,8.0,7.3
休闲娱乐,上海歌城(四平路店),2106,四星商户,37,四平路2500号东方商厦6楼,6.3,6.1,5.9
美食,PUTIEN(百联又一城店),无,该商户暂无星级,无,淞沪路8号百联又一城7层,6.9,6.9,6.9
美食,Taco Bell 塔可贝尔(（五角场店）),无,该商户暂无星级,无,邯郸路600号万达广场1005/2005商铺,7.8,8.0,7.3
休闲娱乐,星巴克(五角场店),1633,该商户暂无星级,40,邯郸路600号一楼,6.3,6.1,5.9
美食,镜花缘餐饮管理有限公司,无,该商户暂无星级,无,国定路100号210栋服务中心二楼餐厅,6.9,6.9,6.9
美食,杭城餐饮,无,该商户暂无星级,无,五角场黄兴路海鹏公寓好宝钢商厦,7.8,8.0,7.3
休闲娱乐,vr体验室,无,该商户暂无星级,无,五角场国济路28号B1网鱼网咖室内,6.3,6.1,5.9
美食,麻辣双娇饭店,无,该商户暂无星级,无,同丰路645号虹口百联第一食品一楼内,6.9,6.9,6.9
美食,广州蕉叶(五角场万达广场店),15843,四星商户,122,邯郸路600号万达商业广场B1城中城A18-3号,7.8,8.0,7.3
休闲娱乐,辰太极(杨浦店),2,该商户暂无星级,无,五角场黄兴路2057号3楼,6.3,6.1,5.9
美食,Mousse House,2397,准五星商户,130,国济路28号2楼,7.8,8.0,7.3
购物,MUJI(五角场店),571,准五星商户,155,淞沪路8号百联又一城3楼南区,7.6,7.5,7.2
美食,曼玲粥店,15,准四星商户,16,国定路2009号,7.8,8.0,7.3
购物,oce(合生汇店),286,五星商户,251,翔殷路1099号合生汇B1层16室,7.6,7.5,7.2
美食,辛元潮汕牛肉火锅(五角场店),2680,准五星商户,117,政旦东路36号3楼,7.8,8.0,7.3
购物,新视界眼镜(五角场万达店),1030,五星商户,1179,淞沪路77号万达广场B1层A-18-11,7.6,7.5,7.2
美食,BlueDegree蓝度(合生汇店),709,四星商户,121,翔殷路1099号合生汇5F,7.8,8.0,7.3
购物,zoff(合生汇店),46,五星商户,5827,翔殷路1099号合生汇B1层,7.6,7.5,7.2
美食,果树楠木,599,准五星商户,43,邯郸路397号,7.8,8.0,7.3
购物,AppleStore苹果零售店(五角场店),156,准五星商户,503,翔殷路1099号上海合生汇1层,7.6,7.5,7.2
美食,喝糕(万达广场五角场店),1701,四星商户,70,淞沪路77号万达广场B1层,7.8,8.0,7.3
购物,EXE颜镜店(合生汇店),441,五星商户,307,翔殷路1099号合生汇4F406室,7.6,7.5,7.2
购物,万达广场(五角场店),2910,准五星商户,288,淞沪路77号,7.6,7.5,7.2
购物,PurCotton(合生汇店),70,准五星商户,66,翔殷路1099号合生汇2层,7.6,7.5,7.2
购物,百联又一城购物中心,2853,四星商户,158,淞沪路8号,7.6,7.5,7.2
购物,大众书局(合生汇店),383,四星商户,560,翔殷路1099号合生汇2F,7.6,7.5,7.2
购物,特力时尚汇,260,准五星商户,287,邯郸路600号万达商业广场内,7.6,7.5,7.2
购物,巴黎春天(五角场店),3300,准四星商户,137,淞沪路1号,7.6,7.5,7.2
购物,合生汇,1496,四星商户,137,翔殷路1099号,7.6,7.5,7.2
购物,LAVANDE宇微花艺(合生汇店),67,五星商户,268,翔殷路1099号合生汇B1,7.6,7.5,7.2
美食,虾域•尚蛙(邯郸店),932,准五星商户,125,邯郸路395号,8.2,8.0,7.9
美食,阿甘锅盔(五角场万达店),318,准四星商户,12,淞沪路77号万达广场B1层,8.2,8.0,7.9
购物,上海书城(五角场店),958,四星商户,72,国宾路58号万达商业广场负1楼,9.3,9.3,9.3
美食,翠华餐厅(五角场店),4841,准四星商户,90,淞沪路77号万达广场步行街D03地铺,8.2,8.0,7.9
美食,美珍香(巴黎春天五角场店),1542,四星商户,57,淞沪路1号巴黎春天B1层,8.2,8.0,7.9
购物,爱婴室(合生汇店),72,四星商户,529,黄兴路2228号上海合生国际广场地下二层36号,9.3,9.3,9.3
美食,掌柜的店纯朴中原菜(政通路店),7813,四星商户,78,政通路189号万达广场特力时尚屋4楼402号铺,8.2,8.0,7.9
美食,哈尔滨食品厂(万达店),238,准四星商户,40,淞沪路77号万达广场2层,8.2,8.0,7.9
购物,UNIQLO(万达广场五角场店),669,四星商户,212,淞沪路77号万达广场B1层28-31号,9.3,9.3,9.3
美食,Playking玩者火焰薄饼(万达广场五角场店),694,四星商户,64,淞沪路77号万达广场B1层,8.2,8.0,7.9
美食,川福记(国济路店),1128,准四星商户,28,国济路28号,8.2,8.0,7.9
购物,茂昌眼镜(合生汇店),52,准五星商户,645,翔殷路1099号合生汇B2,9.3,9.3,9.3
美食,安东鸡(合生汇店),1916,准四星商户,83,翔殷路1099号合生汇B2,8.2,8.0,7.9
购物,三叶眼镜城(五角场商场),382,准五星商户,331,翔殷路1088号凯迪大厦3楼,9.3,9.3,9.3
购物,POP MART,18,四星商户,77,翔殷路1099号合生汇b1楼,9.3,9.3,9.3
美食,盛记一品锅贴(万达店),773,准四星商户,8,淞沪路77号万达广场2层,8.2,8.0,7.9
购物,blt(合生汇店),297,准五星商户,171,翔殷路1099号合生汇B2层,9.3,9.3,9.3
购物,H&M(特力时尚汇店),621,四星商户,228,邯郸路600号万达商业广场特力时尚汇1层,9.3,9.3,9.3
美食,Royaltea皇茶,72,四星商户,16,邯郸路399号财富大酒店沿街门面房,8.2,8.0,7.9
购物,ZARA(巴黎春天五角场店),297,四星商户,440,上海国宾路18号万达广场A座B1层,9.3,9.3,9.3
购物,jins(合生汇店),90,四星商户,691,黄兴路2228号合生汇地下1层75-76号,9.3,9.3,9.3
美食,Fish’s Fish 鱼就是鱼,997,四星商户,77,国济路28号2楼,8.2,8.0,7.9
购物,RE 调香室(五角场合生汇店),149,五星商户,309,翔殷路1099号地下一楼51B,9.3,9.3,9.3
购物,好好栗子(四平路店),44,四星商户,26,四平路2138号,9.3,9.3,9.3
